tracey_taxonomy_id,ncbi_taxonomy_id,species group,species subgroup,cohort,family,tribe,class,biotype,genotype,section,order,superorder,superphylum,pathogroup,subphylum,parvorder,subfamily,species,isolate,infraorder,subkingdom,forma,phylum,strain,superkingdom,suborder,kingdom,infraclass,superclass,superfamily,subtribe,subcohort,forma specialis,serogroup,subclass,varietas,series,genus,serotype,subgenus,subspecies
110,4530,-,-,-,Poaceae,Oryzeae,Magnoliopsida,-,-,-,Poales,-,-,-,Streptophytina,-,Oryzoideae,Oryza sativa,-,-,-,-,Streptophyta,-,Eukaryota,-,Viridiplantae,-,-,-,Oryzinae,-,-,-,Petrosaviidae,-,-,Oryza,-,-,-
111,44689,-,-,-,Dictyosteliaceae,-,Eumycetozoa,-,-,-,Dictyosteliales,-,-,-,-,-,-,Dictyostelium discoideum,-,-,-,-,Evosea,-,Eukaryota,-,-,-,-,-,-,-,-,-,-,-,-,Dictyostelium,-,-,-
112,5759,-,-,-,Entamoebidae,-,-,-,-,-,Mastigamoebida,-,-,-,-,-,-,Entamoeba histolytica,-,-,-,-,Evosea,-,Eukaryota,-,-,-,-,-,-,-,-,-,-,-,-,Entamoeba,-,-,-
113,9600,-,-,-,Hominidae,-,Mammalia,-,-,-,Primates,Euarchontoglires,-,-,Craniata,Catarrhini,Ponginae,Pongo pygmaeus,-,Simiiformes,-,-,Chordata,-,Eukaryota,Haplorrhini,Metazoa,-,Sarcopterygii,Hominoidea,-,-,-,-,-,-,-,Pongo,-,-,-
114,9544,-,-,-,Cercopithecidae,-,Mammalia,-,-,-,Primates,Euarchontoglires,-,-,Craniata,Catarrhini,Cercopithecinae,Macaca mulatta,-,Simiiformes,-,-,Chordata,-,Eukaryota,Haplorrhini,Metazoa,-,Sarcopterygii,Cercopithecoidea,-,-,-,-,-,-,-,Macaca,-,-,-
115,31033,-,-,Euteleosteomorpha,Tetraodontidae,-,Actinopteri,-,-,-,Tetraodontiformes,-,-,-,Craniata,-,-,Takifugu rubripes,-,-,-,-,Chordata,-,Eukaryota,Tetraodontoidei,Metazoa,Teleostei,Actinopterygii,Tetradontoidea,-,-,-,-,Neopterygii,-,-,Takifugu,-,-,-
116,5821,-,-,-,Plasmodiidae,-,Aconoidasida,-,-,-,Haemosporida,-,-,-,-,-,-,Plasmodium berghei,-,-,-,-,Apicomplexa,-,Eukaryota,-,-,-,-,-,-,-,-,-,-,-,-,Plasmodium,-,Plasmodium (Vinckeia),-
117,562,-,-,-,Enterobacteriaceae,-,Gammaproteobacteria,-,-,-,Enterobacterales,-,-,-,-,-,-,Escherichia coli,-,-,-,-,Pseudomonadota,-,Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,Escherichia,-,-,-
118,4896,-,-,-,Schizosaccharomycetaceae,-,Schizosaccharomycetes,-,-,-,Schizosaccharomycetales,-,-,-,Taphrinomycotina,-,-,Schizosaccharomyces pombe,-,-,Dikarya,-,Ascomycota,-,Eukaryota,-,Fungi,-,-,-,-,-,-,-,-,-,-,Schizosaccharomyces,-,-,-
119,3634,-,-,-,Malvaceae,-,Magnoliopsida,-,-,-,Malvales,-,-,-,Streptophytina,-,Malvoideae,Gossypium barbadense,-,-,-,-,Streptophyta,-,Eukaryota,-,Viridiplantae,-,-,-,-,-,-,-,-,-,-,Gossypium,-,-,-
120,28985,-,-,-,Saccharomycetaceae,-,Saccharomycetes,-,-,-,Saccharomycetales,-,-,-,Saccharomycotina,-,-,Kluyveromyces lactis,-,-,Dikarya,-,Ascomycota,-,Eukaryota,-,Fungi,-,-,-,-,-,-,-,-,-,-,Kluyveromyces,-,-,-
121,833,-,-,-,Fibrobacteraceae,-,Fibrobacteria,-,-,-,Fibrobacterales,-,-,-,-,-,-,Fibrobacter succinogenes,-,-,-,-,Fibrobacterota,-,Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,Fibrobacter,-,-,-
122,237895,-,-,-,Cryptosporidiidae,-,Conoidasida,-,-,-,Eucoccidiorida,-,-,-,-,-,-,Cryptosporidium hominis,-,-,-,-,Apicomplexa,-,Eukaryota,Eimeriorina,-,-,-,-,-,-,-,-,Coccidia,-,-,Cryptosporidium,-,-,-
123,6850,-,-,-,Limulidae,-,Merostomata,-,-,-,Xiphosura,-,-,-,Chelicerata,-,-,Limulus polyphemus,-,-,-,-,Arthropoda,-,Eukaryota,-,Metazoa,-,-,-,-,-,-,-,-,-,-,Limulus,-,-,-
124,9986,-,-,-,Leporidae,-,Mammalia,-,-,-,Lagomorpha,Euarchontoglires,-,-,Craniata,-,-,Oryctolagus cuniculus,-,-,-,-,Chordata,-,Eukaryota,-,Metazoa,-,Sarcopterygii,-,-,-,-,-,-,-,-,Oryctolagus,-,-,-
125,5478,-,-,-,Saccharomycetaceae,-,Saccharomycetes,-,-,-,Saccharomycetales,-,-,-,Saccharomycotina,-,-,Nakaseomyces glabratus,-,-,Dikarya,-,Ascomycota,-,Eukaryota,-,Fungi,-,-,-,-,-,-,-,-,-,-,Nakaseomyces,-,-,-
126,5807,-,-,-,Cryptosporidiidae,-,Conoidasida,-,-,-,Eucoccidiorida,-,-,-,-,-,-,Cryptosporidium parvum,-,-,-,-,Apicomplexa,-,Eukaryota,Eimeriorina,-,-,-,-,-,-,-,-,Coccidia,-,-,Cryptosporidium,-,-,-
127,148305,-,-,-,Pyriculariaceae,-,Sordariomycetes,-,-,-,Magnaporthales,-,-,-,Pezizomycotina,-,-,Pyricularia grisea,-,-,Dikarya,-,Ascomycota,-,Eukaryota,-,Fungi,-,-,-,-,-,-,-,Sordariomycetidae,-,-,Pyricularia,-,-,-
128,8364,-,-,-,Pipidae,-,Amphibia,-,-,-,Anura,Batrachia,-,-,Craniata,-,Xenopodinae,Xenopus tropicalis,-,-,-,-,Chordata,-,Eukaryota,-,Metazoa,-,Sarcopterygii,Pipoidea,-,-,-,-,-,-,-,Xenopus,-,Silurana,-
129,9541,-,-,-,Cercopithecidae,-,Mammalia,-,-,-,Primates,Euarchontoglires,-,-,Craniata,Catarrhini,Cercopithecinae,Macaca fascicularis,-,Simiiformes,-,-,Chordata,-,Eukaryota,Haplorrhini,Metazoa,-,Sarcopterygii,Cercopithecoidea,-,-,-,-,-,-,-,Macaca,-,-,-
130,7460,-,-,Endopterygota,Apidae,Apini,Insecta,-,-,-,Hymenoptera,-,-,-,Hexapoda,-,Apinae,Apis mellifera,-,Aculeata,-,-,Arthropoda,-,Eukaryota,Apocrita,Metazoa,Neoptera,-,Apoidea,-,-,-,-,Pterygota,-,-,Apis,-,-,-
131,5664,Leishmania major species complex,-,-,Trypanosomatidae,-,Kinetoplastea,-,-,-,Trypanosomatida,-,-,-,-,-,Leishmaniinae,Leishmania major,-,-,-,-,Euglenozoa,-,Eukaryota,-,-,-,-,-,-,-,-,-,Metakinetoplastina,-,-,Leishmania,-,Leishmania,-
132,7668,-,-,-,Strongylocentrotidae,-,Echinoidea,-,-,-,Camarodonta,Echinacea,-,-,-,-,-,Strongylocentrotus purpuratus,-,Echinidea,-,-,Echinodermata,-,Eukaryota,-,Metazoa,-,Echinozoa,-,-,-,-,-,Euechinoidea,-,-,Strongylocentrotus,-,-,-
133,74109,-,-,-,Vibrionaceae,-,Gammaproteobacteria,-,-,-,Vibrionales,-,-,-,-,-,-,Photobacterium profundum,-,-,-,-,Pseudomonadota,-,Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,Photobacterium,-,-,-
134,10118,-,-,-,Muridae,-,Mammalia,-,-,-,Rodentia,Euarchontoglires,-,-,Craniata,-,Murinae,Rattus sp.,-,-,-,-,Chordata,-,Eukaryota,Myomorpha,Metazoa,-,Sarcopterygii,-,-,-,-,-,-,-,-,Rattus,-,-,-
135,8164,-,-,Euteleosteomorpha,Lateolabracidae,-,Actinopteri,-,-,-,Pempheriformes,-,-,-,Craniata,-,-,Lateolabrax japonicus,-,-,-,-,Chordata,-,Eukaryota,-,Metazoa,Teleostei,Actinopterygii,-,-,-,-,-,Neopterygii,-,-,Lateolabrax,-,-,-
136,5341,-,-,-,Agaricaceae,-,Agaricomycetes,-,-,-,Agaricales,-,-,-,Agaricomycotina,-,-,Agaricus bisporus,-,-,Dikarya,-,Basidiomycota,-,Eukaryota,Agaricineae,Fungi,-,-,-,-,-,-,-,Agaricomycetidae,-,-,Agaricus,-,-,-
137,5691,-,-,-,Trypanosomatidae,-,Kinetoplastea,-,-,-,Trypanosomatida,-,-,-,-,-,-,Trypanosoma brucei,-,-,-,-,Euglenozoa,-,Eukaryota,-,-,-,-,-,-,-,-,-,Metakinetoplastina,-,-,Trypanosoma,-,Trypanozoon,-
138,6988,-,-,-,-,-,Insecta,-,-,-,-,-,-,-,Hexapoda,-,-,Leucophaea maderae,-,-,-,-,Arthropoda,-,Eukaryota,-,Metazoa,-,-,-,-,-,-,-,-,-,-,-,-,-,-
139,4097,-,-,-,Solanaceae,Nicotianeae,Magnoliopsida,-,-,-,Solanales,-,-,-,Streptophytina,-,Nicotianoideae,Nicotiana tabacum,-,-,-,-,Streptophyta,-,Eukaryota,-,Viridiplantae,-,-,-,-,-,-,-,-,-,-,Nicotiana,-,-,-
140,3981,-,-,-,Euphorbiaceae,Micrandreae,Magnoliopsida,-,-,-,Malpighiales,-,-,-,Streptophytina,-,Crotonoideae,Hevea brasiliensis,-,-,-,-,Streptophyta,-,Eukaryota,-,Viridiplantae,-,-,-,-,-,-,-,-,-,-,Hevea,-,-,-
141,317,Pseudomonas syringae group,Pseudomonas syringae group genomosp. 1,-,Pseudomonadaceae,-,Gammaproteobacteria,-,-,-,Pseudomonadales,-,-,-,-,-,-,Pseudomonas syringae,-,-,-,-,Pseudomonadota,-,Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,Pseudomonas,-,-,-
142,6523,-,-,-,Lymnaeidae,-,Gastropoda,-,-,-,-,-,-,-,-,-,-,Lymnaea stagnalis,-,-,-,-,Mollusca,-,Eukaryota,-,Metazoa,-,-,Lymnaeoidea,-,-,-,-,Heterobranchia,-,-,Lymnaea,-,-,-
143,9913,-,-,-,Bovidae,-,Mammalia,-,-,-,Artiodactyla,Laurasiatheria,-,-,Craniata,-,Bovinae,Bos taurus,-,Pecora,-,-,Chordata,-,Eukaryota,Ruminantia,Metazoa,-,Sarcopterygii,-,-,-,-,-,-,-,-,Bos,-,-,-
144,1085,-,-,-,Rhodospirillaceae,-,Alphaproteobacteria,-,-,-,Rhodospirillales,-,-,-,-,-,-,Rhodospirillum rubrum,-,-,-,-,Pseudomonadota,-,Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,Rhodospirillum,-,-,-
145,6421,-,-,-,Hirudinidae,-,Clitellata,-,-,-,Hirudinida,-,-,-,-,-,-,Hirudo medicinalis,-,-,-,-,Annelida,-,Eukaryota,Hirudiniformes,Metazoa,-,-,-,-,-,-,-,Hirudinea,-,-,Hirudo,-,-,-
146,59729,-,-,-,Estrildidae,-,Aves,-,-,-,Passeriformes,-,-,-,Craniata,-,Estrildinae,Taeniopygia guttata,-,-,-,-,Chordata,-,Eukaryota,-,Metazoa,Neognathae,Sarcopterygii,Passeroidea,-,-,-,-,-,-,-,Taeniopygia,-,-,-
147,7091,-,-,Endopterygota,Bombycidae,-,Insecta,-,-,-,Lepidoptera,Amphiesmenoptera,-,-,Hexapoda,Heteroneura,Bombycinae,Bombyx mori,-,Neolepidoptera,-,-,Arthropoda,-,Eukaryota,Glossata,Metazoa,Neoptera,-,Bombycoidea,-,-,-,-,Pterygota,-,-,Bombyx,-,-,-
148,4151,-,-,-,Plantaginaceae,Antirrhineae,Magnoliopsida,-,-,-,Lamiales,-,-,-,Streptophytina,-,-,Antirrhinum majus,-,-,-,-,Streptophyta,-,Eukaryota,-,Viridiplantae,-,-,-,-,-,-,-,-,-,-,Antirrhinum,-,-,-
149,117,-,-,-,Pirellulaceae,-,Planctomycetia,-,-,-,Pirellulales,-,-,-,-,-,-,Pirellula sp.,-,-,-,-,Planctomycetota,-,Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,Pirellula,-,-,-
150,7729,-,-,-,Pyuridae,-,Ascidiacea,-,-,-,Stolidobranchia,-,-,-,Tunicata,-,-,Halocynthia roretzi,-,-,-,-,Chordata,-,Eukaryota,-,Metazoa,-,-,-,-,-,-,-,-,-,-,Halocynthia,-,-,-
151,6621,-,-,-,-,-,Cephalopoda,-,-,-,-,-,-,-,-,-,-,Loligo pealei,-,-,-,-,Mollusca,-,Eukaryota,-,Metazoa,-,-,-,-,-,-,-,-,-,-,-,-,-,-
152,5145,-,-,-,-,-,Sordariomycetes,-,-,-,-,-,-,-,Pezizomycotina,-,-,Podospora anserina,-,-,Dikarya,-,Ascomycota,-,Eukaryota,-,Fungi,-,-,-,-,-,-,-,-,-,-,-,-,-,-
153,156889,-,-,-,Magnetococcaceae,-,Alphaproteobacteria,-,-,-,Magnetococcales,-,-,-,-,-,-,Magnetococcus marinus,-,-,-,-,Pseudomonadota,Magnetococcus marinus MC-1,Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,Magnetococcus,-,-,-
154,212035,-,-,-,Mimiviridae,-,Megaviricetes,-,-,-,Imitervirales,-,-,-,-,-,-,Acanthamoeba polyphaga mimivirus,-,-,-,-,Nucleocytoviricota,-,Viruses,-,Bamfordvirae,-,-,-,-,-,-,-,-,-,-,Mimivirus,-,-,-
155,6183,-,-,-,Schistosomatidae,-,Trematoda,-,-,-,Strigeidida,-,-,-,-,-,-,Schistosoma mansoni,-,-,-,-,Platyhelminthes,-,Eukaryota,-,Metazoa,-,-,Schistosomatoidea,-,-,-,-,Digenea,-,-,Schistosoma,-,-,-
156,9940,-,-,-,Bovidae,-,Mammalia,-,-,-,Artiodactyla,Laurasiatheria,-,-,Craniata,-,Caprinae,Ovis aries,-,Pecora,-,-,Chordata,-,Eukaryota,Ruminantia,Metazoa,-,Sarcopterygii,-,-,-,-,-,-,-,-,Ovis,-,-,-
157,5888,-,-,-,Parameciidae,-,Oligohymenophorea,-,-,-,Peniculida,-,-,-,Intramacronucleata,-,-,Paramecium tetraurelia,-,-,-,-,Ciliophora,-,Eukaryota,-,-,-,-,-,-,-,-,-,-,-,-,Paramecium,-,-,-
158,4568,-,-,-,Poaceae,Triticeae,Magnoliopsida,-,-,-,Poales,-,-,-,Streptophytina,-,Pooideae,Triticum monococcum,-,-,-,-,Streptophyta,-,Eukaryota,-,Viridiplantae,-,-,-,Triticinae,-,-,-,Petrosaviidae,-,-,Triticum,-,-,-
159,3847,-,-,-,Fabaceae,Phaseoleae,Magnoliopsida,-,-,-,Fabales,-,-,-,Streptophytina,-,Papilionoideae,Glycine max,-,-,-,-,Streptophyta,-,Eukaryota,-,Viridiplantae,-,-,-,-,-,-,-,-,-,-,Glycine,-,Glycine subgen. Soja,-
160,5061,-,-,-,Aspergillaceae,-,Eurotiomycetes,-,-,-,Eurotiales,-,-,-,Pezizomycotina,-,-,Aspergillus niger,-,-,Dikarya,-,Ascomycota,-,Eukaryota,-,Fungi,-,-,-,-,-,-,-,Eurotiomycetidae,-,-,Aspergillus,-,Aspergillus subgen. Circumdati,-
161,2788,-,-,-,Bangiaceae,-,Bangiophyceae,-,-,-,Bangiales,-,-,-,-,-,-,Neopyropia yezoensis,-,-,-,-,Rhodophyta,-,Eukaryota,-,-,-,-,-,-,-,-,-,-,-,-,Neopyropia,-,-,-
162,7175,-,-,Endopterygota,Culicidae,Culicini,Insecta,-,-,-,Diptera,-,-,-,Hexapoda,-,Culicinae,Culex pipiens,-,Culicomorpha,-,-,Arthropoda,-,Eukaryota,Nematocera,Metazoa,Neoptera,-,Culicoidea,-,-,-,-,Pterygota,-,-,Culex,-,Culex,-
163,6728,-,-,-,Cambaridae,-,Malacostraca,-,-,-,Decapoda,Eucarida,-,-,Crustacea,-,Cambarinae,Procambarus clarkii,-,Astacidea,-,-,Arthropoda,-,Eukaryota,Pleocyemata,Metazoa,-,Multicrustacea,Astacoidea,-,-,-,-,Eumalacostraca,-,-,Procambarus,-,-,-
164,746128,-,-,-,Aspergillaceae,-,Eurotiomycetes,-,-,-,Eurotiales,-,-,-,Pezizomycotina,-,-,Aspergillus fumigatus,-,-,Dikarya,-,Ascomycota,-,Eukaryota,-,Fungi,-,-,-,-,-,-,-,Eurotiomycetidae,-,-,Aspergillus,-,Aspergillus subgen. Fumigati,-
165,8022,-,-,Euteleosteomorpha,Salmonidae,-,Actinopteri,-,-,-,Salmoniformes,-,-,-,Craniata,-,Salmoninae,Oncorhynchus mykiss,-,-,-,-,Chordata,-,Eukaryota,-,Metazoa,Teleostei,Actinopterygii,-,-,-,-,-,Neopterygii,-,-,Oncorhynchus,-,-,-
166,648,-,-,-,Aeromonadaceae,-,Gammaproteobacteria,-,-,-,Aeromonadales,-,-,-,-,-,-,Aeromonas caviae,-,-,-,-,Pseudomonadota,-,Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,Aeromonas,-,-,-
167,4072,-,-,-,Solanaceae,Capsiceae,Magnoliopsida,-,-,-,Solanales,-,-,-,Streptophytina,-,Solanoideae,Capsicum annuum,-,-,-,-,Streptophyta,-,Eukaryota,-,Viridiplantae,-,-,-,-,-,-,-,-,-,-,Capsicum,-,-,-
168,51453,-,-,-,Hypocreaceae,-,Sordariomycetes,-,-,-,Hypocreales,-,-,-,Pezizomycotina,-,-,Trichoderma reesei,-,-,Dikarya,-,Ascomycota,-,Eukaryota,-,Fungi,-,-,-,-,-,-,-,Hypocreomycetidae,-,-,Trichoderma,-,-,-
169,278021,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Antonospora locustae,-,-,-,-,Microsporidia,-,Eukaryota,-,Fungi,-,-,-,-,-,-,-,-,-,-,Antonospora,-,-,-
170,3767,-,-,-,Rosaceae,Maleae,Magnoliopsida,-,-,-,Rosales,-,-,-,Streptophytina,-,Amygdaloideae,Pyrus pyrifolia,-,-,-,-,Streptophyta,-,Eukaryota,-,Viridiplantae,-,-,-,-,-,-,-,-,-,-,Pyrus,-,-,-
171,5067,-,-,-,Aspergillaceae,-,Eurotiomycetes,-,-,-,Eurotiales,-,-,-,Pezizomycotina,-,-,Aspergillus parasiticus,-,-,Dikarya,-,Ascomycota,-,Eukaryota,-,Fungi,-,-,-,-,-,-,-,Eurotiomycetidae,-,-,Aspergillus,-,-,-
172,3827,-,-,-,Fabaceae,Cicereae,Magnoliopsida,-,-,-,Fabales,-,-,-,Streptophytina,-,Papilionoideae,Cicer arietinum,-,-,-,-,Streptophyta,-,Eukaryota,-,Viridiplantae,-,-,-,-,-,-,-,-,-,-,Cicer,-,-,-
173,5062,-,-,-,Aspergillaceae,-,Eurotiomycetes,-,-,-,Eurotiales,-,-,-,Pezizomycotina,-,-,Aspergillus oryzae,-,-,Dikarya,-,Ascomycota,-,Eukaryota,-,Fungi,-,-,-,-,-,-,-,Eurotiomycetidae,-,-,Aspergillus,-,Aspergillus subgen. Circumdati,-
174,9091,-,-,-,Phasianidae,-,Aves,-,-,-,Galliformes,Galloanserae,-,-,Craniata,-,Perdicinae,Coturnix coturnix,-,-,-,-,Chordata,-,Eukaryota,-,Metazoa,Neognathae,Sarcopterygii,-,-,-,-,-,-,-,-,Coturnix,-,-,-
175,6759,-,-,-,Carcinidae,-,Malacostraca,-,-,-,Decapoda,Eucarida,-,-,Crustacea,-,-,Carcinus maenas,-,Brachyura,-,-,Arthropoda,-,Eukaryota,Pleocyemata,Metazoa,-,Multicrustacea,Portunoidea,-,-,-,-,Eumalacostraca,-,-,Carcinus,-,-,-
176,67593,-,-,-,Peronosporaceae,-,-,-,-,-,Peronosporales,-,-,-,-,-,-,Phytophthora sojae,-,-,-,-,Oomycota,-,Eukaryota,-,-,-,-,-,-,-,-,-,-,-,-,Phytophthora,-,-,-
177,4787,-,-,-,Peronosporaceae,-,-,-,-,-,Peronosporales,-,-,-,-,-,-,Phytophthora infestans,-,-,-,-,Oomycota,-,Eukaryota,-,-,-,-,-,-,-,-,-,-,-,-,Phytophthora,-,-,-
178,3055,-,-,-,Chlamydomonadaceae,-,Chlorophyceae,-,-,-,Chlamydomonadales,-,-,-,-,-,-,Chlamydomonas reinhardtii,-,-,-,-,Chlorophyta,-,Eukaryota,-,Viridiplantae,-,-,-,-,-,-,-,-,-,-,Chlamydomonas,-,-,-
179,287,Pseudomonas aeruginosa group,-,-,Pseudomonadaceae,-,Gammaproteobacteria,-,-,-,Pseudomonadales,-,-,-,-,-,-,Pseudomonas aeruginosa,-,-,-,-,Pseudomonadota,-,Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,Pseudomonas,-,-,-
180,5722,-,-,-,Trichomonadidae,-,-,-,-,-,Trichomonadida,-,-,-,-,-,-,Trichomonas vaginalis,-,-,-,-,Parabasalia,-,Eukaryota,-,-,-,-,-,-,-,-,-,-,-,-,Trichomonas,-,-,-
181,10029,-,-,-,Cricetidae,-,Mammalia,-,-,-,Rodentia,Euarchontoglires,-,-,Craniata,-,Cricetinae,Cricetulus griseus,-,-,-,-,Chordata,-,Eukaryota,Myomorpha,Metazoa,-,Sarcopterygii,-,-,-,-,-,-,-,-,Cricetulus,-,-,-
182,34765,-,-,-,Oikopleuridae,-,Appendicularia,-,-,-,Copelata,-,-,-,Tunicata,-,-,Oikopleura dioica,-,-,-,-,Chordata,-,Eukaryota,-,Metazoa,-,-,-,-,-,-,-,-,-,-,Oikopleura,-,-,-
183,7245,melanogaster group,melanogaster subgroup,Endopterygota,Drosophilidae,Drosophilini,Insecta,-,-,-,Diptera,-,-,-,Hexapoda,-,Drosophilinae,Drosophila yakuba,-,Muscomorpha,-,-,Arthropoda,-,Eukaryota,Brachycera,Metazoa,Neoptera,-,Ephydroidea,-,-,-,-,Pterygota,-,-,Drosophila,-,Sophophora,-
184,9823,-,-,-,Suidae,-,Mammalia,-,-,-,Artiodactyla,Laurasiatheria,-,-,Craniata,-,-,Sus scrofa,-,-,-,-,Chordata,-,Eukaryota,Suina,Metazoa,-,Sarcopterygii,-,-,-,-,-,-,-,-,Sus,-,-,-
185,9258,-,-,-,Ornithorhynchidae,-,Mammalia,-,-,-,Monotremata,-,-,-,Craniata,-,-,Ornithorhynchus anatinus,-,-,-,-,Chordata,-,Eukaryota,-,Metazoa,-,Sarcopterygii,-,-,-,-,-,-,-,-,Ornithorhynchus,-,-,-
186,162425,-,-,-,Aspergillaceae,-,Eurotiomycetes,-,-,-,Eurotiales,-,-,-,Pezizomycotina,-,-,Aspergillus nidulans,-,-,Dikarya,-,Ascomycota,-,Eukaryota,-,Fungi,-,-,-,-,-,-,-,Eurotiomycetidae,-,-,Aspergillus,-,Aspergillus subgen. Nidulantes,-
187,5270,-,-,-,Ustilaginaceae,-,Ustilaginomycetes,-,-,-,Ustilaginales,-,-,-,Ustilaginomycotina,-,-,Ustilago maydis,-,-,Dikarya,-,Basidiomycota,-,Eukaryota,-,Fungi,-,-,-,-,-,-,-,-,-,-,Ustilago,-,-,-
188,5476,-,-,-,Debaryomycetaceae,-,Saccharomycetes,-,-,-,Saccharomycetales,-,-,-,Saccharomycotina,-,-,Candida albicans,-,-,Dikarya,-,Ascomycota,-,Eukaryota,-,Fungi,-,-,-,-,-,-,-,-,-,-,Candida,-,-,-
189,4905,-,-,-,-,-,-,-,-,-,-,-,-,-,Saccharomycotina,-,-,Pichia angusta,-,-,Dikarya,-,Ascomycota,-,Eukaryota,-,Fungi,-,-,-,-,-,-,-,-,-,-,-,-,-,-
190,6500,-,-,-,Aplysiidae,-,Gastropoda,-,-,-,Aplysiida,-,-,-,-,-,-,Aplysia californica,-,-,-,-,Mollusca,-,Eukaryota,-,Metazoa,-,-,Aplysioidea,-,-,-,-,Heterobranchia,-,-,Aplysia,-,-,-
191,5874,-,-,-,Theileriidae,-,Aconoidasida,-,-,-,Piroplasmida,-,-,-,-,-,-,Theileria annulata,-,-,-,-,Apicomplexa,-,Eukaryota,-,-,-,-,-,-,-,-,-,-,-,-,Theileria,-,-,-
192,31234,-,-,-,Rhabditidae,-,Chromadorea,-,-,-,Rhabditida,-,-,-,-,-,Peloderinae,Caenorhabditis remanei,-,Rhabditomorpha,-,-,Nematoda,-,Eukaryota,Rhabditina,Metazoa,-,-,Rhabditoidea,-,-,-,-,-,-,-,Caenorhabditis,-,-,-
193,7957,-,-,Otomorpha,Cyprinidae,-,Actinopteri,-,-,-,Cypriniformes,Cypriniphysae,-,-,Craniata,-,Cyprininae,Carassius auratus,-,-,-,-,Chordata,-,Eukaryota,Cyprinoidei,Metazoa,Teleostei,Actinopterygii,-,-,Ostariophysi,-,-,Neopterygii,-,-,Carassius,-,-,-
194,8330,-,-,-,Salamandridae,-,Amphibia,-,-,-,Caudata,Batrachia,-,-,Craniata,-,Pleurodelinae,Cynops pyrrhogaster,-,-,-,-,Chordata,-,Eukaryota,-,Metazoa,-,Sarcopterygii,Salamandroidea,-,-,-,-,-,-,-,Cynops,-,-,-
195,181082,-,-,-,Phycodnaviridae,-,Megaviricetes,-,-,-,Algavirales,-,-,-,-,-,-,Emiliania huxleyi virus 86,-,-,-,-,Nucleocytoviricota,-,Viruses,-,Bamfordvirae,-,-,-,-,-,-,-,-,-,-,Coccolithovirus,-,-,-
196,4120,-,-,-,Convolvulaceae,Ipomoeeae,Magnoliopsida,-,-,-,Solanales,-,-,-,Streptophytina,-,-,Ipomoea batatas,-,-,-,-,Streptophyta,-,Eukaryota,-,Viridiplantae,-,-,-,-,-,-,-,-,-,-,Ipomoea,-,-,-
197,6945,-,-,-,Ixodidae,-,Arachnida,-,-,-,Ixodida,Parasitiformes,-,-,Chelicerata,-,Ixodinae,Ixodes scapularis,-,-,-,-,Arthropoda,-,Eukaryota,-,Metazoa,-,-,Ixodoidea,-,-,-,-,Acari,-,-,Ixodes,-,-,-
198,7654,-,-,-,Toxopneustidae,-,Echinoidea,-,-,-,Temnopleuroida,Echinacea,-,-,-,-,-,Lytechinus variegatus,-,-,-,-,Echinodermata,-,Eukaryota,-,Metazoa,-,Echinozoa,-,-,-,-,-,Euechinoidea,-,-,Lytechinus,-,-,-
199,52904,-,-,Euteleosteomorpha,Scophthalmidae,-,Actinopteri,-,-,-,Pleuronectiformes,-,-,-,Craniata,-,-,Scophthalmus maximus,-,-,-,-,Chordata,-,Eukaryota,Pleuronectoidei,Metazoa,Teleostei,Actinopterygii,-,-,-,-,-,Neopterygii,-,-,Scophthalmus,-,-,-
200,4113,-,-,-,Solanaceae,Solaneae,Magnoliopsida,-,-,-,Solanales,-,-,-,Streptophytina,-,Solanoideae,Solanum tuberosum,-,-,-,-,Streptophyta,-,Eukaryota,-,Viridiplantae,-,-,-,-,-,-,-,-,-,-,Solanum,-,-,-
201,5875,-,-,-,Theileriidae,-,Aconoidasida,-,-,-,Piroplasmida,-,-,-,-,-,-,Theileria parva,-,-,-,-,Apicomplexa,-,Eukaryota,-,-,-,-,-,-,-,-,-,-,-,-,Theileria,-,-,-
202,7788,-,-,-,Torpedinidae,-,Chondrichthyes,-,-,-,Torpediniformes,Batoidea,-,-,Craniata,-,-,Torpedo marmorata,-,-,-,-,Chordata,-,Eukaryota,-,Metazoa,-,-,-,-,-,-,-,Elasmobranchii,-,-,Torpedo,-,-,-
203,7719,-,-,-,Cionidae,-,Ascidiacea,-,-,-,Phlebobranchia,-,-,-,Tunicata,-,-,Ciona intestinalis,-,-,-,-,Chordata,-,Eukaryota,-,Metazoa,-,-,-,-,-,-,-,-,-,-,Ciona,-,-,-
204,7165,-,-,Endopterygota,Culicidae,-,Insecta,-,-,-,Diptera,-,-,-,Hexapoda,-,Anophelinae,Anopheles gambiae,-,Culicomorpha,-,-,Arthropoda,-,Eukaryota,Nematocera,Metazoa,Neoptera,-,Culicoidea,-,-,-,-,Pterygota,-,-,Anopheles,-,Cellia,-
