Root	root
CyZa_1	Cycloclasticus zancles
LimSp	Limnohabitans sp. Rim28
CuFl	Curtobacterium flaccumfaciens
AcoSp_1	Actinoplanes sp. N902-109
AnCa_1	Anaerostipes caccae
DeRed_1	Desulforamulus reducens
HoPh_1	Hoeflea phototrophica
NoLi	Novosphingobium lindaniclasticum
StYePh	Strawberry lethal yellows phytoplasma (CPA) str. NZSb11
StAu_186	Staphylococcus aureus subsp. aureus 6850
DyGa_1	Dysgonomonas gadei
ThFu_1	Thermobifida fusca
ThCu_1	Thermomonospora curvata
EnTe_1	endosymbiont of Tevnia jerichonana
IgAl_1	Ignavibacterium album
DeWu	Deinococcus wulumuqiensis
MarLi	Marinobacter lipolyticus
StpRo_1	Streptosporangium roseum
ShPe_1	Shewanella pealeana
ThBi_1	Thermobispora bispora
ThiMa_1	Thiocapsa marina
CaBl_4	Candidatus Blochmanniella chromaiodes str. 640
NoDa_1	Nocardiopsis dassonvillei
NoPr	Nocardiopsis prasina
Nc	Nocardiopsis
MetGl	Methylovorus glucosotrophus
AcAt	Actinomadura atramentaria
SeSp_8	Selenomonas sp. oral taxon 138
AcMad	Actinomadura madurae
SeSp_9	Selenomonas sp. oral taxon 149
SeSp_7	Selenomonas sp. oral taxon 137
StrCh_1	Streptomyces chartreusis
RoIn_3	Roseburia intestinalis
PsExt_1	Pseudomonas extremaustralis
SacHa	Saccharomonospora halophila
AcSc_4	actinobacterium SCGC AAA023-D18
AcSc_8	actinobacterium SCGC AAA028-A23
AcSc_6	actinobacterium SCGC AAA024-D14
ThiSp_31	Thioalkalivibrio sp. ALJ3
AcSc_5	actinobacterium SCGC AAA023-J06
AcSc_1	actinobacterium SCGC AAA027-M14
CaDiWs3_1	Latescibacteria bacterium SCGC AAA252-D10
AcSc_7	actinobacterium SCGC AAA027-J17
AcSc_9	actinobacterium SCGC AAA044-N04
AcSc_11	actinobacterium SCGC AAA278-O22
StVir_1	Streptomyces viridochromogenes
PreSp_27	Prevotella sp. oral taxon 306
ChSh	Chitiniphilus shinanonensis
StPur	Streptomyces purpureus
AcOr_1	Actinomyces sp. oral taxon 848
UnCaOP8	unclassified Candidatus Aminicenantes
StRim	Streptomyces rimosus
AnHd_1	Acetomicrobium hydrogeniformans
HaAle	Haloferax alexandrinus
MetFu_1	Candidatus Methylacidiphilum fumarolicum
LeCe_1	Liberibacter crescens BT-1
CaDiBRC1	BRC1 bacterium SCGC AAA252-M09
FiCy	filamentous cyanobacterium ESFC-1
OdRo	Odobenus rosmarus divergens
AlJe_1	Alishewanella jeotgali
SpPan	Spirosoma panaciterrae
PreSp_30	Alloprevotella sp. oral taxon 473
StSc	Streptomyces scabiei
ThTer_1	Thermobaculum terrenum
NoSp_1	Nodularia spumigena
NeSp_2	Neisseria sp. oral taxon 014
AnaHa	Anaerostipes hadrus
MetLim_1	Methanofollis liminatans
EnBa_1	Enterobacteriaceae bacterium strain FGI 57
CanMet	Methanomethylophilus alvi
DeTo_1	Desulfobacula toluolica
CoEu_1	Coprococcus eutactus
BaVi_2	Bartonella vinsonii
barTa_1	Bartonella taylorii
NiAq_1	Nitratireductor aquibiodomus
BaGr_1	Bartonella grahamii
BarDo_1	Bartonella doshiae
AnPr_2	Anaerococcus prevotii
BlPr	Blautia producta
AnLa_1	Anaerococcus lactolyticus
PaMi_1	Parvimonas micra
MetThe	Methanothermococcus thermolithotrophicus
RuGn_2	Mediterraneibacter gnavus
StrMac_1	Streptococcus macedonicus
RuTo_3	[Ruminococcus] torques
AnTe_1	Anaerococcus tetradius
AnVag_1	Anaerococcus vaginalis
CiSp_4	Citrobacter sp. KTE32
PepIn_1	Peptoniphilus indolicus
PeLa_1	Peptoniphilus lacrimalis
ArBu_3	Aliarcobacter butzleri
Ps	Pseudovibrio
AnHy_2	Anaerococcus hydrogenalis
ArNi_1	Arcobacter nitrofigilis
AcAr_1	Acetohalobium arabaticum
LeWe_1	Leptospira weilii
CaCy	Capnocytophaga cynodegmi
Hl	Haloarcula
CapCa_1	Capnocytophaga canimorsus
GlVi_1	Gloeobacter violaceus
AcCap_1	Acidobacterium capsulatum
CaPho	Candidatus Photodesmus katoptron
LepSa_1	Leptospira santarosai
LeNo_1	Leptospira noguchii
PrBe_1	Hallella bergensis
VibOr_1	Vibrio ordalii
PsVi	Pseudomonas viridiflava
ViOr_1	Vibrio orientalis
ViMe_1	Vibrio metschnikovii
AcFl	Actinomadura flavalba
ViNi_1	Vibrio nigripulchritudo
CaKi_2	Candidatus Kinetoplastibacterium crithidii
Ta	Thauera
AcCal_1	Acidithiobacillus caldus
YeMo_1	Yersinia mollaretii
HatSp_2	Halonotius
PsIn_1	Psychromonas ingrahamii
ThTen_1	Thermoproteus tenax
JanBa_3	Janthinobacterium sp. HH01
ThLit	Thermococcus litoralis
PrCo_1	Segatella copri
IdXi_1	Idiomarina xiamenensis
NioSp	Nitrosopumilus sp. AR
HaMe_1	Haloferax mediterranei
NioSp_1	Nitrosopumilus sp. SJ
HaLuc	Haloferax lucentense
ArHa_1	Arcanobacterium haemolyticum
HaSah	Halorubrum saccharovorum
Ho	Haloferax
GoPe	Gonium pectorale
HaMo	Halococcus morrhuae
ThYe_1	Thermodesulfovibrio yellowstonii
MyrIn_1	Myroides injenensis
OrnRh_1	Ornithobacterium rhinotracheale
GeSp_3	Geobacillus sp. JF8
DeAu_1	Desulforapulum autotrophicum
CoRe_1	Corynebacterium resistens
PsSu_1	Pseudoxanthomonas suwonensis
DePo_1	Desulfobacter postgatei
DeCu	Desulfobacter curvatus
KlPn_35	Klebsiella pneumoniae JM45
PseuSp_47	Pseudomonas sp. UW4
CiSp_2	Citrobacter sp. KTE151
CaDiNC10	candidate division NC10 bacterium UW 659-1-D11
RhoSp_6	Rhodococcus sp. AW25M09
CoPs_1	Colwellia psychrerythraea
CiSp_3	Citrobacter sp. KTE30
MyPen_1	Malacoplasma penetrans
BaPe_2	[Bacteroides] pectinophilus
DeMe_1	Desulfitobacterium metallireducens
SaSh_1	Salinisphaera shabanensis
KiSe_1	Kitasatospora setae
PorCa	Porphyromonas catoniae
MycSp_1	Mycobacterium sp. 141
CySta	Cylindrospermum stagnale
VirSp	Virgibacillus sp. CM-4
BaSpe_25	Calidifontibacillus oryziterrae
SpIn_1	Sporolactobacillus inulinus
AmMoEn	Betaentomopoxvirus amoorei
PsNo	Pusillimonas noertemannii
Go	Gordonia
GoBr_1	Gordonia bronchialis
ClSp_16	Clostridium sp. BL8
GoTe_1	Gordonia terrae
ReBl_1	Reinekea blandensis
PsOs	Psychromonas ossibalaenae
TsCr_1	Tsukamurella paurometabola
MyGe_5	Mycoplasmoides genitalium
MycGa_12	Mycoplasmoides gallisepticum
MyMy_5	Mycoplasma mycoides
MycHy_4	Mesomycoplasma hyorhinis
MyPu_1	Mycoplasmopsis pulmonis
MiYa	Microbacterium yannicii
MycLe_2	Mycoplasma leachii
HaMuc	Haloferax mucosum
MyPn_3	Mycoplasmoides pneumoniae
PrPhSyn33	Prochlorococcus phage Syn33
MyAr_1	Metamycoplasma arthritidis
CaMic	Candidatus Microthrix parvicella
MySy_1	Mycoplasmopsis synoviae
HaElo	Haloferax elongans
PoEpDi	Porcine epidemic diarrhea virus
St_43	Streptomyces hokutonensis
CoUlc	Corynebacterium ulceribovis
MoAr	Mycoplasmopsis arginini
SpMe_1	Spiroplasma melliferum
MyFl	Mesomycoplasma flocculare
ChTr_76	Chlamydia trachomatis RC-L2/55
ChTr_73	Chlamydia trachomatis RC-J/971
NoaSp	Nocardiopsis sp. CNS-639
MyIo_1	Malacoplasma iowae
St_26	Streptomyces sp. CNT302
MyMo_1	[Mycoplasma] mobile
St_27	Streptomyces sp. CNT372
St_23	Streptomycetaceae bacterium CNQ766
MoBov	Mycoplasmopsis bovigenitalium
AlSpi	Alsophila spinulosa
St_22	Streptomyces sp. CNB091
ShSe_1	Shewanella sediminis
St_28	Streptomyces sp. CNY228
ShHa_1	Shewanella halifaxensis
St_25	Streptomyces sp. CNS615
MyFe_1	Mycoplasmopsis fermentans
St_29	Streptomyces sp. CNY243
St_24	Streptomyces sp. CNS335
NaGa_1	Nannochloropsis gaditana
CycSp_1	Cycloclasticus sp. PY97M
SyPhSM2	Synechococcus phage S-SM2
StPhDp	Streptococcus phage Dp-1
MycPu_1	Mycoplasma putrefaciens
PrPhSyn1	Prochlorococcus phage Syn1
MeaFo	Methanobacterium formicicum
MaPi_1	Marinitoga piezophila
Mh	Methanobrevibacter
AcLa_1	Acholeplasma laidlawii
SpTa	Spiroplasma taiwanense
AcPe_2	Achromobacter piechaudii
SpiCh_1	Spiroplasma chrysopicola DF-1
TheAr_6	Thermoplasmatales archaeon SCGC AB-539-N05
SpSy_1	Spiroplasma syrphidicola EA-1
ThaAr	Thaumarchaeota archaeon SCGC AB-539-E09
BacMal	Phocaeicola massiliensis
RoDe_1	Roseobacter denitrificans
GlXy_1	Komagataeibacter xylinus
LegSp	Legionella tunisiensis
NeSu_1	Neisseria subflava
RoCe_1	Pseudoroseomonas cervicalis
LepAl	Leptospira alstonii
HoUn	Holospora undulata
EneCa	Adlercreutzia caecimuris
GlAr	Paraglaciecola arctica
RhEt_10	Rhizobium etli bv. mimosae str. Mim1
CoCm_1	Coprococcus comes
BoBu_16	Borreliella burgdorferi CA382
BaVa_1	Bacillus vallismortis
BaMo_1	Bacillus mojavensis
NaLi	Nannochloropsis limnetica
ExSi_1	Exiguobacterium sibiricum
MiSp_2	Micromonospora sp. CNB394
AlPrL41A	alpha proteobacterium L41A
HaVa	Haloarcula vallismortis
CrSp	Cryocola sp. 340MFSha3.1
StAn_8	Streptococcus anginosus group
LepSp_2	Leptospirillum sp. Group IV
BaSpe_14	Bacillus sp. 123MFChir2
MicrSp_3	Microbacterium sp. 11MF
ComIn_1	Commensalibacter intestini
ClTu	Clostridium tunisiense
GluMo_1	Gluconobacter morbifer
CoCr	Condylura cristata
StIp	Streptomyces ipomoeae
MeFu_2	Megamonas funiformis
BlSp_13	Blattabacterium sp. (Periplaneta americana)
SuPa_1	Sutterella parvirubra
PrHu_1	Propionibacterium humerusii
MeTi_1	Methylophaga thiooxydans
CeDa	Cedecea davisae
SpVi	Sporolactobacillus vineae
EnEl	Endozoicomonas elysicola
CaOb_1	Caldicellulosiruptor obsidiansis
SaAl	Salinicoccus albus
AciPa	Acinetobacter parvus
AcGy	Acinetobacter gyllenbergii
AlPa	Isoalcanivorax pacificus
ThiSp_32	Thioalkalivibrio sp. ALJ5
PseFu	Pseudomonas fuscovaginae
PsSt_9	Stutzerimonas stutzeri subgroup
ThThi	Thioalkalivibrio thiocyanodenitrificans
DesBa_1	Desulfarculus baarsii
TrPe_1	Treponema pedis str. T A4
LeWol	Leptospira wolffii
SpTa_1	Spiroplasma taiwanense CT-1
SpDi_1	Spiroplasma diminutum CUAS-1
BlSp_11	Blattabacterium sp. (Panesthia angustipennis spadica)
WeKo_3	Weissella koreensis
MetLi_1	Methanoplanus limicola
PrBa	Segatella baroniae
MiPuVi12t	Micromonas pusilla virus 12T
HaPr_1	Halanaerobium praevalens
Th27	Thauera sp. 27
ThNea_1	Thermotoga neapolitana
AcOv_4	Acidovorax sp. MR-S7
HaHy_1	Haliscomenobacter hydrossis
FlSi_1	Flexistipes sinusarabici
GaXi_1	Gallaecimonas xiamenensis
CyZa	Cycloclasticus zancles 78-ME
DeTi_1	Desulfomonile tiedjei
ErPy_2	Erwinia pyrifoliae
BaAc	Heyndrickxia acidiproducens
AcLo_1	Acetonema longum
ArAq	Arhodomonas aquaeolei
SpOv	Sporomusa ovata
PsArct_1	Pseudoalteromonas arctica
PaSp_7	Paenibacillus sp. HW567
UnCrMi	unclassified Thermoproteota
CaDiYNPFFA	candidate division YNPFFA
StrLu_1	Streptococcus lutetiensis 033
LaMu_1	Limosilactobacillus mucosae
AnMo_1	Acetomicrobium mobile
AcNe_1	Winkia neuii
AgFa	Agrobacterium fabrum
HaeSp_1	Haemophilus sp. oral taxon 851
BaCl_1	Shouchella clausii
BacPs_1	Alkalihalophilus pseudofirmus
ThAf_3	Thermosipho africanus
PoLY	Propionimicrobium lymphophilum
PrAv_1	Cutibacterium avidum
PrGr	Cutibacterium granulosum
AlHe_1	Alicyclobacillus hesperidum
FeNo_1	Fervidobacterium nodosum
PsCh_1	Pseudomonas chlororaphis
TeTu_1	Teredinibacter turnerae
SyGl_1	Syntrophobotulus glycolicus
CarMa_1	Carnobacterium maltaromaticum
LacFl	Fructilactobacillus florum
BrPa_1	Brachybacterium paraconglomeratum
HaEl_1	Halomonas elongata
MeTu_1	Methylobacter tundripaludum
HaoSp_6	Halomonas
MetRo	Methylocystis rosea
NoCh	Nocardiopsis chromatogenes
WoEn_11	Wolbachia endosymbiont of Brugia malayi
MarHy_1	Marinobacter nauticus
HaoSp_4	Halomonas sp. A3H3
NoGi	Nocardiopsis gilva
CyAp_1	Cyanobacterium aponinum PCC 10605
VeSp_1	Verrucomicrobium spinosum
NovSp_3	Novosphingobium
CaOk	Calyptogena okutanii thioautotrophic gill symbiont
NoBai	Nocardiopsis baichengensis
GoMa	Gordonia malaquae
ClSac_1	Clostridium saccharoperbutylacetonicum N1-4(HMT)
UrTh	Ureibacillus thermosphaericus
HiBa_1	Hirschia baltica
RhIm_1	Rhodococcus imtechensis
BePr_2	beta proteobacterium L13
CarHo_1	Cardiobacterium hominis
TreMa	Treponema maltophilum
PsTh	Pseudomonas thermotolerans
HyGr_1	Hylemonella gracilis
HePy_150	Helicobacter pylori UM032
MycPu_2	Mycoplasma putrefaciens Mput9231
StrLu	Streptococcus lutetiensis
AcAv_1	Paracidovorax avenae
SpLa	Sphingobium lactosutens
DelAc_1	Delftia acidovorans
HeZeaSi	Helicoverpa zea single nucleopolyhedrovirus
Dl	Delftia
CoUr_2	Corynebacterium urealyticum DSM 7111
FlSp_5	Flavobacterium sp. WG21
SaEn_198	Salmonella enterica subsp. enterica serovar Javiana str. CFSAN001992
AlPrLLX	alpha proteobacterium LLX12A
AcCit_1	Paracidovorax citrulli
GaPrWG36	gamma proteobacterium WG36
GlSp_3	Glaciecola
PhaGl	Phaeocystis globosa
Sar324_3	SAR324 cluster bacterium SCGC AAA240-J09
Sar202	SAR202 cluster bacterium SCGC AAA240-N13
ThePh_1	Thermacetogenium phaeum DSM 12270
BrKu	Paraburkholderia kururiensis
EuSa_1	[Eubacterium] saphenum
NinSp	Candidatus Nitromaritima sp. SCGC AAA288-L16
AzVi_3	Azotobacter vinelandii CA6
CheLi	Myriopteris lindheimeri
AzVi_2	Azotobacter vinelandii CA
CaDiOP9_3	Atribacteria bacterium SCGC AAA252-M02
CiBa_1	Citromicrobium bathyomarinum
TeRo_1	Terriglobus roseus
BlSp_12	Blattabacterium cuenoti BPAA
RaSp_4	Cupriavidus sp. GA3-3
PoGu	Porphyromonas gulae
KlPhKP27	Klebsiella phage KP27
UlGa	Uliginosibacterium gangwonense
KlPhKN2	Klebsiella phage 0507-KN2-1
BrAg	Brevibacillus agri
BaSc_1	Bartonella schoenbuchensis
StPy_28	Streptococcus pyogenes HSC5
YePhRt	Yersinia phage phiR1-RT
AciBe	Acinetobacter beijerinckii
HaOc_1	Haliangium ochraceum
SphInd_1	Sphingobium indicum
SaEn_200	Salmonella enterica subsp. enterica serovar Pullorum str. S06004
AcBac_33	Acinetobacter sp. NCTC 10304
StSp_19	Streptococcus sp. F0441
Ai	Alishewanella
StSp_20	Streptococcus sp. F0442
SpJa_1	Sphingobium japonicum
PseuSp_41	Pseudomonas sp. Lz4W
MyBo_8	Mycobacterium tuberculosis variant bovis BCG str. Korea 1168P
PaVo_1	Paenibacillus vortex
KoPa	Kocuria palustris
GeAu_1	Gemmatimonas aurantiaca
FanHo	Fangia hongkongensis
StSu_19	Streptococcus suis TL13
NocSp	Nocardia sp. BMG111209
NoDo_1	Nonlabens dokdonensis DSW-6
NiHo_1	Nitrolancea hollandica
CanNit_1	Candidatus Nitrososphaera gargensis Ga9.2
RhFu_1	Rhodanobacter fulvus
HalSa_1	Halogranum salarium
TrRd_1	Truepera radiovictrix
ActCh	Actinomycetospora chiangmaiensis
ViIc_1	Vibrio ichthyoenteri
BaSo	Bacillus sonorensis
ChPsi_11	Chlamydia psittaci 01DC12
StDa_1	Streptomyces davaonensis JCM 4913
BaPr	Bacteroides propionicifaciens
GoSi	Gordonia sihwensis
CloAr_1	Clostridium arbusti
MaMe_1	Marinomonas mediterranea
DiZe_1	Dickeya zeae
XaAlf	Xanthomonas alfalfae
XaFu_3	Xanthomonas fuscans
PsHu	Pseudopodoces humilis
LepiSp	Leptotrichia sp. oral taxon 225
ChBeEn	Choristoneura biennis entomopoxvirus
RoAn	Robiginitomaculum antarcticum
HalAn	Litchfieldella anticariensis
HaHam	Halococcus hamelinensis
VeiSp_7	Veillonella sp. oral taxon 158
ThMo	Thioflavicoccus mobilis
VeiSp_8	Veillonella sp. oral taxon 780
PavSp_3	Parvimonas sp. oral taxon 110
SeAr_1	Selenomonas artemidis
KoRh_1	Kocuria rhizophila
EnPhRB49	Escherichia phage RB49
AntSp_2	Anoxybacillus
PrpSp	Propionibacterium sp. oral taxon 192
PepSp_6	Peptoniphilus sp. oral taxon 836
MaHa_5	Mannheimia haemolytica D153
LoSa	Ligilactobacillus saerimneri
AlRa	Alloprevotella rava
LatGa	Limosilactobacillus gastricus
LaAn_1	Limosilactobacillus antri
EnPhRB51	Enterobacteria phage RB51
CorCas	Corynebacterium caspium
RuPo_1	Ruegeria pomeroyi
LaUl_1	Lactobacillus ultunensis
CaMid_1	Candidatus Midichloria mitochondrii
ViTa	Vibrio tasmaniensis
SyPhRIM2	Synechococcus phage S-RIM2 R1_1999
ThOl_1	Thalassolituus oleivorans MIL-1
ClHi_1	Peptacetobacter hiranonis
ClHy_1	[Clostridium] hylemonae
CorTe	Corynebacterium terpenotabidum
AmJa	Amphritea japonica
GrLa	Gracilibacillus lacisalsi
AgPa	Agrococcus pavilionensis
MeZe_1	Mesoflavibacter zeaxanthinifaciens
StIn_2	Streptococcus infantarius
MAR	Vibrio phage vB_VpaS_MAR10
MaiMa_1	Marinobacter manganoxydans
PePhHTV	Pelagibacter phage HTVC008M
CaLi_5	Candidatus Liberibacter solanacearum
AcSc_10	actinobacterium SCGC AAA278-I18
SaGl_1	Saccharomonospora glauca
EnFa_79	Enterococcus faecalis str. Symbioflor 1
SaCy_1	Saccharomonospora cyanea
AcidSp	Acidocella sp. MX-AZ02
SaAz_3	Saccharomonospora azurea
EnPhCC31	Enterobacter phage CC31
SyPhHR1	Synechococcus phage S-RIM8 A.HR1
CopSp_8	Coprobacillus sp. D6
EnPhT4	Tequatrovirus T4
PseuSp_38	Pseudomonas sp. G5(2012)
StCol_1	Streptomyces collinus Tu 365
SeNo_1	Selenomonas noxia
SeIn_1	Selenomonas infelix
SeFl_1	Selenomonas flueggei
HaoHa_1	Halobacteroides halobius DSM 5150
BiPs_2	Bifidobacterium pseudocatenulatum
BiAni_13	Bifidobacterium animalis
LyFu_1	Lysinibacillus fusiformis
HyEf_1	Hydrocarboniphaga effusa
LaCu_1	Latilactobacillus curvatus
MethSp_5	Methylobacterium sp. MB200
StLu_4	Staphylococcus lugdunensis
SuTh	Sulfobacillus thermosulfidooxidans
StaPu	Staurastrum punctulatum
KiLi_1	Kineosphaera limosa
PeDu_1	Peptoniphilus duerdenii
FiLi_1	Fibrisoma limi
AcCel_1	Acidothermus cellulolyticus
No_2	Nocardioides sp. Iso805N
MicAe_1	Micavibrio aeruginosavorus
OsFo	Kamptonema formosum
poCoHKU	Porcine coronavirus HKU15
RuGe_1	Rubrivivax gelatinosus
MicAe_2	Micavibrio aeruginosavorus EPB
LeXy_2	Leifsonia xyli subsp. cynodontis DSM 46306
BrMau	Brachybacterium muris
AzMa_1	Nitrospirillum amazonense
ArBa_5	Arthrobacter sp. 161MFSha2.1
ArBa_6	Arthrobacter sp. 162MFSha1.1
NosSp_1	Nostoc sp. PCC 7524
MicrSp	Microbacterium sp. 292MF
BaSpe_16	Bacillus sp. 95MFCvi2.1
BaSpe_13	Bacillus sp. 105MF
CaUp_2	Campylobacter upsaliensis
PseuSp_28	Pseudomonas sp. 45MFCol3.1
BuGla_1	Burkholderia gladioli
AcLw_2	Acinetobacter lwoffii
MeWe_3	Neisseria weaveri
AeMa_1	Aeromicrobium marinum
AlPrB11	alpha proteobacterium SCGC AAA280-B11
StDi	Streptococcus didelphis
MuRu_1	Flagellimonas ruestringensis
AlPrP20	alpha proteobacterium SCGC AAA280-P20
BaEg_2	Bacteroides eggerthii
KoGw	Kordiimonas gwangyangensis
TaFo_1	Tannerella forsythia
PoLe	Porphyromonas levii
PorMa	Porphyromonas macacae
BarBi_1	Bartonella birtlesii
AlPu_1	Alistipes putredinis
OdSp_1	Odoribacter splanchnicus
AmoCo	Amorphus coralli
PoAa_2	Porphyromonas asaccharolytica
KoSp	Kocuria sp. UCD-OTCP
PoEn_1	Porphyromonas endodontalis
DieSp	Dietzia sp. UCD-THP
PrBiv_3	Prevotella bivia
CaJe_72	Campylobacter jejuni subsp. jejuni 00-2538
LecSp	Leucobacter sp. UCD-THU
PrBuc_2	Segatella buccae
PrBuc_3	Hoylesella buccalis
AlPrJ10	alpha proteobacterium SCGC AAA027-J10
PrIn_1	Prevotella intermedia
PrDi_1	Prevotella disiens
CaJe_71	Campylobacter jejuni subsp. jejuni 00-2426
PrDe_2	Prevotella denticola
PreOr_1	Hoylesella oralis
PreNi_1	Prevotella nigrescens
AlPrC06	alpha proteobacterium SCGC AAA027-C06
PrPen_1	Proteus penneri
WoEn_16	Wolbachia endosymbiont of Nasonia vitripennis
PrVer_1	Prevotella veroralis
PreOu_1	Segatella oulorum
KoAt	Kocuria atrinae
AlPrL15	alpha proteobacterium SCGC AAA027-L15
ChSa_1	Chromohalobacter salexigens
CaUz	Candidatus Uzinura diaspidicola
SePr_1	Serratia proteamaculans
BorSp	Bordetella sp. FB-8
YeKr_1	Yersinia kristensenii
PelHa_1	Pelagibacterium halotolerans
EnPhBp7	Escherichia phage Bp7
StCan	Streptomyces canus
ArBu_4	Aliarcobacter butzleri 7h1h
HaTe	Halorubrum tebenquichense
PrPhHM2	Prochlorococcus phage P-HM2
HaKa	Halomicrobium katesii
SyFu_1	Syntrophobacter fumaroxidans
DeTh_1	Desulfonatronospira thiodismutans
MycSp_4	Mycobacterium sp. H4Y
AlPrN04	alpha proteobacterium SCGC AAA015-N04
AlPrO19	alpha proteobacterium SCGC AAA015-O19
BraDi	Bradyrhizobium diazoefficiens
CycSp_2	Cycloclasticus
PseuSp_45	Pseudomonas sp. R81
BoSp_1	Borreliella spielmanii
CyPu	Cycloclasticus pugetii
VaPa_2	Variovorax paradoxus
ScyHo	Scytonema hofmannii
LaCo_1	Limosilactobacillus coleohominis
PsyLu	Psychrobacter lutiphocae
StLe	Mammaliicoccus lentus
MetMar	Methylobacter marinus
RiFe_1	Rickettsia felis
MeiTi	Calidithermus timidus
DeOl_1	Desulfosudis oleivorans
AmDe_1	Ammonifex degensii
StMo_1	Streptobacillus moniliformis
AlPrJ04	alpha proteobacterium SCGC AAA300-J04
EqHy	Equisetum hyemale
CaBl_3	Candidatus Blochmanniella chromaiodes
MeCri	Alloscardovia criceti
CoAr	Corynebacterium argentoratense
CaBl_6	Candidatus Blochmanniella vafra
RiAn_5	Riemerella anatipestifer
AlPrK06	alpha proteobacterium SCGC AAA298-K06
PePh_1	Pelodictyon phaeoclathratiforme
MiVa_1	Microcoleus vaginatus
HaZh	Vreelandella zhanjiangensis
AeSp_1	Aeromonas sp. MDS8
HirMa	Hirschia maritima
GrTr	Gracilimonas tropica
TreMe	Treponema medium
FiRu	Flavobacterium rivuli
LeOr	Leeia oryzae
NaTh_1	Natranaerobius thermophilus
FoSp	Xanthomarina gelatinilytica
DeFe_1	Desulfurococcus fermentans
LeptSp	[Leptolyngbya] sp. PCC 7376
StCy_1	Stanieria cyanosphaera PCC 7437
TheAm_1	Thermovibrio ammonificans
AnCy_1	Anabaena cylindrica PCC 7122
OsTr_1	Oscillochloris trichoides
SeLi_1	Serratia liquefaciens ATCC 27592
LoAl	Longispora albida
DeAla	Oleidesulfovibrio alaskensis
BacPhLb338	Mooreparkvirus Lb3381
DasMa	Dasania marina
GorAm	Gordonia amicalis
StMas	Staphylococcus massiliensis
MyHy_6	Mesomycoplasma hyopneumoniae 7422
ThiSp_33	Thioalkalivibrio sp. ALJ6
StScr	Embleya scabrispora
ThiSp_21	Thioalkalivibrio sp. ALgr1
ThiSp_26	Thioalkalivibrio sp. ALJ15
ThiSp_28	Thioalkalivibrio sp. ALJ17
AlMa_10	Alteromonas mediterranea U8
AlMa_9	Alteromonas mediterranea U7
ThiSp_44	Thioalkalivibrio sp. ALSr1
AlMa_11	Alteromonas mediterranea UM4b
SaMu	Salipiger mucosus
AlMa_12	Alteromonas mediterranea UM7
BaRat	Bartonella rattaustraliani
ThaAm	Thauera aminoaromatica
PhMi_1	Phycisphaera mikurensis
BrSq_1	Brachybacterium squillarum
AcBac_52	Acinetobacter sp. TG19627
HySp_2	Hydrogenobaculum sp. HO
DeAc_1	Desulfofarcimen acetoxidans
AlMa_8	Alteromonas mediterranea U4
AcBac_53	Acinetobacter sp. TG2027
DeKu_1	Desulfofundulus kuznetsovii
AlMa_7	Alteromonas mediterranea 615
EnPhVR7	Escherichia phage vB_EcoM_VR7
PeAg	Pedobacter agri
AceTr	Acetobacter tropicalis
KoAl_1	Kordia algicida
TheTh_1	Pseudothermotoga thermarum
LaAci	Ligilactobacillus acidipiscis
AcBac_54	Acinetobacter sp. WC-743
AcPh133	Acinetobacter virus 133
StrMas	Streptococcus massiliensis
EsSp_6	Escherichia sp. TW10509
EsSp_7	Escherichia sp. TW11588
EsSp_5	Escherichia sp. TW09276
